File Size(MB),Number of segment,c distribution,delta,Theoretical redundancy,Actual redundancy,reed solomon,GC content per strand,Number of backtrack,Total DNA sequence,Theoretical DNA sequence,Average degree,Single degree droplets,Sequence discarded,Decoded status,decoding cross checked,Insertion percentage,Mutation Percentage,deletion percentage,strand deletion percentage,Total mutation,Total deletion,Total Insertion,Total Strand deletion,Error concentrated in start and end,Encoding time,Decoding time,Information density (bits/nt),Total affected sequence for insertion error, total affected sequence for deletion error,Total affected sequence for mutation error,Percentage of affected sequence for insertion error, Percentage of affected sequence for mutation error, percentage of affected sequence for deletion error,Sequence affected by all kinds of error,Percentage of sequence affected by all kinds of error
0.5,32768,0.025,0.001,0.1,15.14,2,0.0,2121500,37728,36045,0.0,77,4243,1,1,0.02,0.02,0.0,0,754,0,754,0,1,31.993825912475586,6.889050006866455,0.8422134834348575,746,0,745,1.98,1.97,0.0,1478,3.92
0.5,32768,0.025,0.001,0.1,15.14,2,0.0,2121500,37728,36045,0.0,77,4243,1,1,0.02,0.04,0.0,0,1509,0,754,0,0,31.993825912475586,6.811034917831421,0.8422134834348575,748,0,1468,1.98,3.89,0.0,2190,5.8
0.5,32768,0.025,0.001,0.1,15.14,2,0.0,2121500,37728,36045,0.0,77,4243,1,1,0.02,0.0,0.02,0,0,754,754,0,0,31.993825912475586,7.0835120677948,0.8422134834348575,745,745,0,1.97,0.0,1.97,1473,3.9
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.02,0.0,0.02,0,0,757,757,0,1,73.48439311981201,14.066733121871948,0.8392992499281625,749,750,0,1.98,0.0,1.98,1480,3.91
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.02,0.02,0.02,0,757,757,757,0,0,73.48439311981201,13.927533864974976,0.8392992499281625,749,750,750,1.98,1.98,1.98,2199,5.81
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.02,0.04,0.02,0,1514,757,757,0,1,73.48439311981201,14.29501485824585,0.8392992499281625,746,750,1485,1.97,3.92,1.98,2915,7.7
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.02,0.0,0.04,0,0,1514,757,0,1,73.48439311981201,14.207365989685059,0.8392992499281625,752,1478,0,1.99,0.0,3.9,2191,5.79
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.02,0.02,0.04,0,757,1514,757,0,1,73.48439311981201,14.107920169830322,0.8392992499281625,753,1472,754,1.99,1.99,3.89,2897,7.65
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.02,0.04,0.04,0,1514,1514,757,0,1,73.48439311981201,14.39405632019043,0.8392992499281625,752,1481,1490,1.99,3.94,3.91,3602,9.51
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.04,0.0,0.0,0,0,0,1514,0,1,73.48439311981201,14.126039028167725,0.8392992499281625,1484,0,0,3.92,0.0,0.0,1484,3.92
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.04,0.02,0.0,0,757,0,1514,0,1,73.48439311981201,14.160794973373413,0.8392992499281625,1487,0,751,3.93,1.98,0.0,2207,5.83
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.04,0.04,0.0,0,1514,0,1514,0,1,73.48439311981201,14.384135961532593,0.8392992499281625,1487,0,1489,3.93,3.93,0.0,2916,7.7
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.04,0.0,0.02,0,0,757,1514,0,1,73.48439311981201,13.825965881347656,0.8392992499281625,1490,748,0,3.94,0.0,1.98,2205,5.82
0.5,32768,0.025,0.001,0.1,15.54,2,0.0,2174500,37859,36045,0.0,81,4349,1,1,0.04,0.02,0.02,0,757,757,1514,0,1,73.48439311981201,14.088972091674805,0.8392992499281625,1481,747,748,3.91,1.98,1.97,2910,7.69
0.5,32768,0.025,0.001,0.1,14.67,2,0.0,2162500,37576,36045,0.0,84,4325,1,1,0.04,0.0,0.04,0,0,1503,1503,0,1,31.50591206550598,7.393773078918457,0.8456203508364463,1480,1472,0,3.94,0.0,3.92,2902,7.72
0.5,32768,0.025,0.001,0.1,14.67,2,0.0,2162500,37576,36045,0.0,84,4325,-1,0,0.04,0.02,0.04,0,751,1503,1503,0,1,31.50591206550598,5.086223125457764,0.8456203508364463,1473,1469,745,3.92,1.98,3.91,3583,9.54
0.5,32768,0.025,0.001,0.1,14.67,2,0.0,2162500,37576,36045,0.0,84,4325,-1,0,0.04,0.04,0.04,0,1503,1503,1503,0,0,31.50591206550598,4.981471061706543,0.8456203508364463,1468,1480,1477,3.91,3.93,3.94,4262,11.34
1.5,98304,0.025,0.001,0.1,13.01,2,0.0,6266000,111098,108135,0.0,160,12532,1,1,0.0,0.0,0.0,0,0,0,0,0,1,94.99013590812683,22.85075807571411,0.8580270653755325,0,0,0,0.0,0.0,0.0,0,0.0
1.5,98304,0.025,0.001,0.1,13.01,2,0.0,6266000,111098,108135,0.0,160,12532,1,1,0.0,0.02,0.0,0,2221,0,0,0,0,94.99013590812683,22.969064235687256,0.8580270653755325,0,0,2196,0.0,1.98,0.0,2196,1.98
