File Size(MB),Number of segment,c distribution,delta,Theoretical redundancy,Actual redundancy,reed solomon,GC content per strand,Number of backtrack,Total DNA sequence,Theoretical DNA sequence,Average degree,Single degree droplets,Sequence discarded,Decoded status,decoding cross checked,Insertion percentage,Mutation Percentage,deletion percentage,strand deletion percentage,Total mutation,Total deletion,Total Insertion,Total Strand deletion,Error concentrated in start and end,Encoding time,Decoding time,Information density (bits/nt),Total affected sequence for insertion error, total affected sequence for deletion error,Total affected sequence for mutation error,Percentage of affected sequence for insertion error, Percentage of affected sequence for mutation error, percentage of affected sequence for deletion error,Sequence affected by all kinds of error,Percentage of sequence affected by all kinds of error
1.5,98304,0.025,0.001,0.1,12.89,2,0.0,6370500,110980,108135,0.0,155,12741,1,1,0.017777777777777778,0.017777777777777778,0.026666666666666665,0,1972,2959,1972,0,0,102.34575772285461,22.587585926055908,0.8589393666344468,1954,2920,1961,1.76,1.77,2.63,6708,6.04
1.5,98304,0.025,0.001,0.1,12.89,2,0.0,6370500,110980,108135,0.0,155,12741,1,1,0.0044444444444444444,0.0,0.022222222222222223,0,0,2466,493,0,1,102.34575772285461,22.066431760787964,0.8589393666344468,492,2443,0,0.44,0.0,2.2,2919,2.63
1.5,98304,0.025,0.001,0.1,12.89,2,0.0,6370500,110980,108135,0.0,155,12741,1,1,0.04,0.022222222222222223,0.008888888888888889,0,2466,986,4439,0,1,102.34575772285461,22.597891330718994,0.8589393666344468,4359,981,2443,3.93,2.2,0.88,7626,6.87
1.5,98304,0.025,0.001,0.1,12.89,2,0.0,6370500,110980,108135,0.0,155,12741,1,1,0.017777777777777778,0.03111111111111111,0.0,0,3452,0,1972,0,0,102.34575772285461,22.770901918411255,0.8589393666344468,1951,0,3394,1.76,3.06,0.0,5292,4.77
1.5,98304,0.025,0.001,0.1,12.89,2,0.0,6370500,110980,108135,0.0,155,12741,1,1,0.03111111111111111,0.008888888888888889,0.026666666666666665,0,986,2959,3452,0,0,102.34575772285461,22.82399272918701,0.8589393666344468,3391,2910,981,3.06,0.88,2.62,7130,6.42
1.5,98304,0.025,0.001,0.1,12.89,2,0.0,6370500,110980,108135,0.0,155,12741,1,1,0.008888888888888889,0.022222222222222223,0.0,0,2466,0,986,0,1,102.34575772285461,22.670076370239258,0.8589393666344468,983,0,2441,0.89,2.2,0.0,3399,3.06
2.5,163840,0.025,0.001,0.1,12.16,2,0.0,10479000,183757,180224,0.0,190,20958,1,1,0,0,0,0,0,0,0,0,1,173.02375888824463,39.020211696624756,0.8645937380080841,0,0,0,0.0,0.0,0.0,0,0.0
2.5,163840,0.025,0.001,0.1,12.16,2,0.0,10479000,183757,180224,0.0,190,20958,1,1,0.026666666666666665,0.022222222222222223,0.035555555555555556,0,4083,6533,4900,0,1,173.02375888824463,39.74382472038269,0.8645937380080841,4831,6420,4034,2.63,2.2,3.49,14833,8.07
2.5,163840,0.025,0.001,0.1,12.16,2,0.0,10479000,183757,180224,0.0,190,20958,1,1,0.022222222222222223,0.03111111111111111,0.008888888888888889,0,5716,1633,4083,0,1,173.02375888824463,38.993582248687744,0.8645937380080841,4051,1623,5621,2.2,3.06,0.88,11078,6.03
2.5,163840,0.025,0.001,0.1,12.16,2,0.0,10479000,183757,180224,0.0,190,20958,1,1,0.04,0.0044444444444444444,0.03111111111111111,0,816,5716,7350,0,1,173.02375888824463,39.51249861717224,0.8645937380080841,7190,5615,814,3.91,0.44,3.06,13324,7.25
2.5,163840,0.025,0.001,0.1,12.16,2,0.0,10479000,183757,180224,0.0,190,20958,1,1,0.04,0.0,0.03111111111111111,0,0,5716,7350,0,1,173.02375888824463,39.27578783035278,0.8645937380080841,7204,5637,0,3.92,0.0,3.07,12639,6.88
2.5,163840,0.025,0.001,0.1,12.16,2,0.0,10479000,183757,180224,0.0,190,20958,1,1,0.04,0.0,0.0,0,0,0,7350,0,1,173.02375888824463,39.23151683807373,0.8645937380080841,7211,0,0,3.92,0.0,0.0,7211,3.92
2.5,163840,0.025,0.001,0.1,12.16,2,0.0,10479000,183757,180224,0.0,190,20958,1,1,0.026666666666666665,0.035555555555555556,0.013333333333333332,0,6533,2450,4900,0,1,173.02375888824463,39.28889560699463,0.8645937380080841,4840,2438,6402,2.63,3.48,1.33,13390,7.29
2.5,163840,0.025,0.001,0.1,12.16,2,0.0,10479000,183757,180224,0.0,190,20958,1,1,0.017777777777777778,0.022222222222222223,0.03111111111111111,0,4083,5716,3266,0,0,173.02375888824463,40.06941747665405,0.8645937380080841,3237,5631,4037,1.76,2.2,3.06,12647,6.88
2.5,163840,0.025,0.001,0.1,12.16,2,0.0,10479000,183757,180224,0.0,190,20958,1,1,0.026666666666666665,0.0,0.0044444444444444444,0,0,816,4900,0,1,173.02375888824463,39.01673769950867,0.8645937380080841,4849,814,0,2.64,0.0,0.44,5638,3.07
2.5,163840,0.025,0.001,0.1,12.16,2,0.0,10479000,183757,180224,0.0,190,20958,-1,0,0.026666666666666665,0.04,0.04,0,7350,7350,4900,0,1,173.02375888824463,37.13428258895874,0.8645937380080841,4823,7193,7210,2.62,3.92,3.91,18578,10.11
3.5,229376,0.025,0.001,0.1,12.06,2,0.0,14638500,257040,252314,0.0,228,29277,1,1,0,0,0,0,0,0,0,0,1,245.40004658699036,56.79448580741882,0.8653330692546379,0,0,0,0.0,0.0,0.0,0,0.0
3.5,229376,0.025,0.001,0.1,12.06,2,0.0,14638500,257040,252314,0.0,228,29277,1,1,0.022222222222222223,0.013333333333333332,0.035555555555555556,0,3427,9139,5711,0,1,245.40004658699036,57.73638081550598,0.8653330692546379,5642,8980,3406,2.19,1.33,3.49,17638,6.86
3.5,229376,0.025,0.001,0.1,12.06,2,0.0,14638500,257040,252314,0.0,228,29277,1,1,0.008888888888888889,0.022222222222222223,0.026666666666666665,0,5711,6854,2284,0,0,245.40004658699036,57.42660188674927,0.8653330692546379,2271,6769,5642,0.88,2.19,2.63,14408,5.61
3.5,229376,0.025,0.001,0.1,12.06,2,0.0,14638500,257040,252314,0.0,228,29277,1,1,0.026666666666666665,0.04,0.0044444444444444444,0,10281,1142,6854,0,1,245.40004658699036,57.50770568847656,0.8653330692546379,6777,1138,10068,2.64,3.92,0.44,17653,6.87
3.5,229376,0.025,0.001,0.1,12.06,2,0.0,14638500,257040,252314,0.0,228,29277,1,1,0.008888888888888889,0.026666666666666665,0.017777777777777778,0,6854,4569,2284,0,0,245.40004658699036,57.36473202705383,0.8653330692546379,2272,4529,6767,0.88,2.63,1.76,13346,5.19
3.5,229376,0.025,0.001,0.1,12.06,2,0.0,14638500,257040,252314,0.0,228,29277,1,1,0.008888888888888889,0.013333333333333332,0.0044444444444444444,0,3427,1142,2284,0,0,245.40004658699036,57.05692386627197,0.8653330692546379,2272,1140,3400,0.88,1.32,0.44,6752,2.63
3.5,229376,0.025,0.001,0.1,12.06,2,0.0,14638500,257040,252314,0.0,228,29277,1,1,0.022222222222222223,0.0044444444444444444,0.04,0,1142,10281,5711,0,0,245.40004658699036,57.538437843322754,0.8653330692546379,5651,10094,1139,2.2,0.44,3.93,16593,6.46
3.5,229376,0.025,0.001,0.1,12.06,2,0.0,14638500,257040,252314,0.0,228,29277,1,1,0.0,0.0,0.026666666666666665,0,0,6854,0,0,1,245.40004658699036,56.67524266242981,0.8653330692546379,0,6768,0,0.0,0.0,2.63,6768,2.63
3.5,229376,0.025,0.001,0.1,12.06,2,0.0,14638500,257040,252314,0.0,228,29277,1,1,0.0044444444444444444,0.017777777777777778,0.03111111111111111,0,4569,7996,1142,0,1,245.40004658699036,57.84940767288208,0.8653330692546379,1139,7882,4526,0.44,1.76,3.07,13342,5.19
3.5,229376,0.025,0.001,0.1,12.06,2,0.0,14638500,257040,252314,0.0,228,29277,1,1,0.03111111111111111,0.0,0.013333333333333332,0,0,3427,7996,0,1,245.40004658699036,56.89976453781128,0.8653330692546379,7856,3406,0,3.06,0.0,1.33,11160,4.34
4.5,294912,0.025,0.001,0.1,11.84,2,0.0,18869000,329835,324404,0.0,276,37738,1,1,0,0,0,0,0,0,0,0,1,319.28870487213135,72.76297855377197,0.8670252481612707,0,0,0,0.0,0.0,0.0,0,0.0
4.5,294912,0.025,0.001,0.1,11.84,2,0.0,18869000,329835,324404,0.0,276,37738,1,1,0.008888888888888889,0.017777777777777778,0.013333333333333332,0,5863,4397,2931,0,0,319.28870487213135,71.541583776474,0.8670252481612707,2919,4368,5819,0.88,1.76,1.32,12915,3.92
4.5,294912,0.025,0.001,0.1,11.84,2,0.0,18869000,329835,324404,0.0,276,37738,1,1,0.026666666666666665,0.017777777777777778,0.0,0,5863,0,8795,0,1,319.28870487213135,72.523197889328,0.8670252481612707,8685,0,5824,2.63,1.77,0.0,14356,4.35
4.5,294912,0.025,0.001,0.1,11.84,2,0.0,18869000,329835,324404,0.0,276,37738,1,1,0.03111111111111111,0.008888888888888889,0.03111111111111111,0,2931,10261,10261,0,1,319.28870487213135,72.1835572719574,0.8670252481612707,10097,10064,2922,3.06,0.89,3.05,22602,6.85
4.5,294912,0.025,0.001,0.1,11.84,2,0.0,18869000,329835,324404,0.0,276,37738,1,1,0.04,0.03111111111111111,0.0,0,10261,0,13193,0,0,319.28870487213135,71.44484758377075,0.8670252481612707,12939,0,10123,3.92,3.07,0.0,22672,6.87
4.5,294912,0.025,0.001,0.1,11.84,2,0.0,18869000,329835,324404,0.0,276,37738,1,1,0.017777777777777778,0.04,0.0044444444444444444,0,13193,1465,5863,0,1,319.28870487213135,71.97259020805359,0.8670252481612707,5803,1463,12936,1.76,3.92,0.44,19869,6.02
4.5,294912,0.025,0.001,0.1,11.84,2,0.0,18869000,329835,324404,0.0,276,37738,1,1,0.022222222222222223,0.035555555555555556,0.017777777777777778,0,11727,5863,7329,0,0,319.28870487213135,71.3696358203888,0.8670252481612707,7236,5815,11526,2.19,3.49,1.76,23972,7.27
4.5,294912,0.025,0.001,0.1,11.84,2,0.0,18869000,329835,324404,0.0,276,37738,1,1,0.0044444444444444444,0.04,0.0044444444444444444,0,13193,1465,1465,0,1,319.28870487213135,72.71545696258545,0.8670252481612707,1463,1463,12930,0.44,3.92,0.44,15717,4.77
4.5,294912,0.025,0.001,0.1,11.84,2,0.0,18869000,329835,324404,0.0,276,37738,1,1,0.03111111111111111,0.035555555555555556,0.0,0,11727,0,10261,0,1,319.28870487213135,72.90882468223572,0.8670252481612707,10081,0,11532,3.06,3.5,0.0,21259,6.45
4.5,294912,0.025,0.001,0.1,11.84,2,0.0,18869000,329835,324404,0.0,276,37738,1,1,0.026666666666666665,0.04,0.022222222222222223,0,13193,7329,8795,0,1,319.28870487213135,72.58586812019348,0.8670252481612707,8680,7252,12944,2.63,3.92,2.2,28078,8.51
5.5,360448,0.025,0.001,0.1,11.56,2,0.0,23158500,402108,396493,0.0,308,46317,1,1,0,0,0,0,0,0,0,0,1,376.9301221370697,89.10557794570923,0.8692324781733597,0,0,0,0.0,0.0,0.0,0,0.0
5.5,360448,0.025,0.001,0.1,11.56,2,0.0,23158500,402108,396493,0.0,308,46317,1,1,0.0044444444444444444,0.03111111111111111,0.035555555555555556,0,12509,14297,1787,0,0,376.9301221370697,90.60658693313599,0.8692324781733597,1785,14032,12318,0.44,3.06,3.49,27596,6.86
5.5,360448,0.025,0.001,0.1,11.56,2,0.0,23158500,402108,396493,0.0,308,46317,1,1,0.04,0.035555555555555556,0.0044444444444444444,0,14297,1787,16084,0,0,376.9301221370697,90.410484790802,0.8692324781733597,15764,1783,14017,3.92,3.49,0.44,30869,7.68
5.5,360448,0.025,0.001,0.1,11.56,2,0.0,23158500,402108,396493,0.0,308,46317,1,1,0.026666666666666665,0.035555555555555556,0.0,0,14297,0,10722,0,1,376.9301221370697,89.90274286270142,0.8692324781733597,10582,0,14038,2.63,3.49,0.0,24242,6.03
5.5,360448,0.025,0.001,0.1,11.56,2,0.0,23158500,402108,396493,0.0,308,46317,1,1,0.035555555555555556,0.035555555555555556,0.0044444444444444444,0,14297,1787,14297,0,1,376.9301221370697,90.43876314163208,0.8692324781733597,14034,1783,14072,3.49,3.5,0.44,29294,7.29
5.5,360448,0.025,0.001,0.1,11.56,2,0.0,23158500,402108,396493,0.0,308,46317,1,1,0.026666666666666665,0.013333333333333332,0.013333333333333332,0,5361,5361,10722,0,0,376.9301221370697,88.41384696960449,0.8692324781733597,10577,5321,5321,2.63,1.32,1.32,20864,5.19
5.5,360448,0.025,0.001,0.1,11.56,2,0.0,23158500,402108,396493,0.0,308,46317,1,1,0.035555555555555556,0.008888888888888889,0.026666666666666665,0,3574,10722,14297,0,1,376.9301221370697,91.95005679130554,0.8692324781733597,14065,10576,3562,3.5,0.89,2.63,27583,6.86
5.5,360448,0.025,0.001,0.1,11.56,2,0.0,23158500,402108,396493,0.0,308,46317,1,1,0.035555555555555556,0.013333333333333332,0.022222222222222223,0,5361,8935,14297,0,1,376.9301221370697,92.18330526351929,0.8692324781733597,14045,8838,5316,3.49,1.32,2.2,27595,6.86
5.5,360448,0.025,0.001,0.1,11.56,2,0.0,23158500,402108,396493,0.0,308,46317,1,1,0.013333333333333332,0.03111111111111111,0.026666666666666665,0,12509,10722,5361,0,0,376.9301221370697,91.55926299095154,0.8692324781733597,5332,10595,12307,1.33,3.06,2.63,27573,6.86
5.5,360448,0.025,0.001,0.1,11.56,2,0.0,23158500,402108,396493,0.0,308,46317,1,1,0.008888888888888889,0.008888888888888889,0.035555555555555556,0,3574,14297,3574,0,1,376.9301221370697,91.245849609375,0.8692324781733597,3560,14066,3560,0.89,0.89,3.5,20912,5.2
6.5,425984,0.025,0.001,0.1,11.5,2,0.0,27166500,474957,468583,0.0,334,54333,1,1,0,0,0,0,0,0,0,0,1,448.8135645389557,111.5051920413971,0.8697111400387697,0,0,0,0.0,0.0,0.0,0,0.0
6.5,425984,0.025,0.001,0.1,11.5,2,0.0,27166500,474957,468583,0.0,334,54333,1,1,0.013333333333333332,0.035555555555555556,0.03111111111111111,0,16887,14776,6332,0,1,448.8135645389557,111.90523052215576,0.8697111400387697,6284,14572,16598,1.32,3.49,3.07,36520,7.69
6.5,425984,0.025,0.001,0.1,11.5,2,0.0,27166500,474957,468583,0.0,334,54333,1,1,0.035555555555555556,0.008888888888888889,0.0,0,4221,0,16887,0,1,448.8135645389557,107.74450039863586,0.8697111400387697,16579,0,4197,3.49,0.88,0.0,20640,4.35
6.5,425984,0.025,0.001,0.1,11.5,2,0.0,27166500,474957,468583,0.0,334,54333,1,1,0.035555555555555556,0.022222222222222223,0.035555555555555556,0,10554,16887,16887,0,0,448.8135645389557,108.20056509971619,0.8697111400387697,16624,16569,10450,3.5,2.2,3.49,42321,8.91
6.5,425984,0.025,0.001,0.1,11.5,2,0.0,27166500,474957,468583,0.0,334,54333,1,1,0.035555555555555556,0.008888888888888889,0.017777777777777778,0,4221,8443,16887,0,1,448.8135645389557,112.3638117313385,0.8697111400387697,16577,8359,4199,3.49,0.88,1.76,28621,6.03
6.5,425984,0.025,0.001,0.1,11.5,2,0.0,27166500,474957,468583,0.0,334,54333,1,1,0.03111111111111111,0.026666666666666665,0.0044444444444444444,0,12665,2110,14776,0,1,448.8135645389557,112.20890665054321,0.8697111400387697,14586,2106,12518,3.07,2.64,0.44,28715,6.05
6.5,425984,0.025,0.001,0.1,11.5,2,0.0,27166500,474957,468583,0.0,334,54333,1,1,0.03111111111111111,0.04,0.008888888888888889,0,18998,4221,14776,0,1,448.8135645389557,109.12787461280823,0.8697111400387697,14530,4200,18623,3.06,3.92,0.88,36524,7.69
6.5,425984,0.025,0.001,0.1,11.5,2,0.0,27166500,474957,468583,0.0,334,54333,1,1,0.013333333333333332,0.017777777777777778,0.026666666666666665,0,8443,12665,6332,0,0,448.8135645389557,110.26152467727661,0.8697111400387697,6297,12483,8374,1.33,1.76,2.63,26673,5.62
6.5,425984,0.025,0.001,0.1,11.5,2,0.0,27166500,474957,468583,0.0,334,54333,1,1,0.026666666666666665,0.0,0.008888888888888889,0,0,4221,12665,0,0,448.8135645389557,109.36432981491089,0.8697111400387697,12518,4203,0,2.64,0.0,0.88,16595,3.49
6.5,425984,0.025,0.001,0.1,11.5,2,0.0,27166500,474957,468583,0.0,334,54333,1,1,0.04,0.022222222222222223,0.035555555555555556,0,10554,16887,18998,0,1,448.8135645389557,110.78622078895569,0.8697111400387697,18645,16601,10439,3.93,2.2,3.5,44237,9.31
7.5,491520,0.025,0.001,0.1,11.57,2,0.0,31355500,548369,540672,0.0,373,62711,1,1,0,0,0,0,0,0,0,0,1,527.3193709850311,130.61098861694336,0.8691692173435306,0,0,0,0.0,0.0,0.0,0,0.0
7.5,491520,0.025,0.001,0.1,11.57,2,0.0,31355500,548369,540672,0.0,373,62711,1,1,0.03111111111111111,0.013333333333333332,0.0044444444444444444,0,7311,2437,17060,0,1,527.3193709850311,128.4521872997284,0.8691692173435306,16783,2431,7253,3.06,1.32,0.44,26141,4.77
7.5,491520,0.025,0.001,0.1,11.57,2,0.0,31355500,548369,540672,0.0,373,62711,1,1,0.0,0.04,0.022222222222222223,0,21934,12185,0,0,1,527.3193709850311,132.7961688041687,0.8691692173435306,0,12060,21471,0.0,3.92,2.2,33044,6.03
7.5,491520,0.025,0.001,0.1,11.57,2,0.0,31355500,548369,540672,0.0,373,62711,1,1,0.035555555555555556,0.008888888888888889,0.008888888888888889,0,4874,4874,19497,0,1,527.3193709850311,132.9537386894226,0.8691692173435306,19129,4847,4856,3.49,0.89,0.88,28443,5.19
7.5,491520,0.025,0.001,0.1,11.57,2,0.0,31355500,548369,540672,0.0,373,62711,1,1,0.035555555555555556,0.026666666666666665,0.013333333333333332,0,14623,7311,19497,0,0,527.3193709850311,131.8194718360901,0.8691692173435306,19151,7270,14434,3.49,2.63,1.33,39884,7.27
7.5,491520,0.025,0.001,0.1,11.57,2,0.0,31355500,548369,540672,0.0,373,62711,1,1,0.026666666666666665,0.03111111111111111,0.03111111111111111,0,17060,17060,14623,0,0,527.3193709850311,130.46796774864197,0.8691692173435306,14412,16761,16809,2.63,3.07,3.06,46549,8.49
7.5,491520,0.025,0.001,0.1,11.57,2,0.0,31355500,548369,540672,0.0,373,62711,1,1,0.022222222222222223,0.03111111111111111,0.017777777777777778,0,17060,9748,12185,0,0,527.3193709850311,132.14476561546326,0.8691692173435306,12043,9658,16825,2.2,3.07,1.76,37692,6.87
7.5,491520,0.025,0.001,0.1,11.57,2,0.0,31355500,548369,540672,0.0,373,62711,1,1,0.013333333333333332,0.017777777777777778,0.013333333333333332,0,9748,7311,7311,0,1,527.3193709850311,131.30457949638367,0.8691692173435306,7262,7245,9666,1.32,1.76,1.32,23848,4.35
7.5,491520,0.025,0.001,0.1,11.57,2,0.0,31355500,548369,540672,0.0,373,62711,1,1,0.026666666666666665,0.04,0.035555555555555556,0,21934,19497,14623,0,1,527.3193709850311,130.26905846595764,0.8691692173435306,14437,19156,21484,2.63,3.92,3.49,53296,9.72
7.5,491520,0.025,0.001,0.1,11.57,2,0.0,31355500,548369,540672,0.0,373,62711,1,1,0.017777777777777778,0.04,0.026666666666666665,0,21934,14623,9748,0,0,527.3193709850311,130.9204568862915,0.8691692173435306,9658,14446,21459,1.76,3.91,2.63,44348,8.09
8.5,557056,0.025,0.001,0.1,11.44,2,0.0,35731500,620766,612762,0.0,385,71463,1,1,0,0,0,0,0,0,0,0,1,604.4307475090027,149.30828070640564,0.8701757427944107,0,0,0,0.0,0.0,0.0,0,0.0
8.5,557056,0.025,0.001,0.1,11.44,2,0.0,35731500,620766,612762,0.0,385,71463,1,1,0.017777777777777778,0.013333333333333332,0.035555555555555556,0,8276,22071,11035,0,0,604.4307475090027,146.92639780044556,0.8701757427944107,10940,21685,8226,1.76,1.33,3.49,40030,6.45
8.5,557056,0.025,0.001,0.1,11.44,2,0.0,35731500,620766,612762,0.0,385,71463,1,1,0.0044444444444444444,0.035555555555555556,0.022222222222222223,0,22071,13794,2758,0,0,604.4307475090027,150.02342295646667,0.8701757427944107,2753,13652,21692,0.44,3.49,2.2,37444,6.03
8.5,557056,0.025,0.001,0.1,11.44,2,0.0,35731500,620766,612762,0.0,385,71463,1,1,0.026666666666666665,0.04,0.035555555555555556,0,24830,22071,16553,0,1,604.4307475090027,149.83555221557617,0.8701757427944107,16325,21657,24331,2.63,3.92,3.49,60241,9.7
8.5,557056,0.025,0.001,0.1,11.44,2,0.0,35731500,620766,612762,0.0,385,71463,1,1,0.026666666666666665,0.022222222222222223,0.026666666666666665,0,13794,16553,16553,0,0,604.4307475090027,151.09913301467896,0.8701757427944107,16335,16325,13636,2.63,2.2,2.63,45128,7.27
8.5,557056,0.025,0.001,0.1,11.44,2,0.0,35731500,620766,612762,0.0,385,71463,1,1,0.017777777777777778,0.026666666666666665,0.0,0,16553,0,11035,0,0,604.4307475090027,150.50758624076843,0.8701757427944107,10946,0,16352,1.76,2.63,0.0,27023,4.35
8.5,557056,0.025,0.001,0.1,11.44,2,0.0,35731500,620766,612762,0.0,385,71463,1,1,0.026666666666666665,0.026666666666666665,0.013333333333333332,0,16553,8276,16553,0,0,604.4307475090027,147.99118661880493,0.8701757427944107,16334,8221,16354,2.63,2.63,1.32,40037,6.45
8.5,557056,0.025,0.001,0.1,11.44,2,0.0,35731500,620766,612762,0.0,385,71463,1,1,0.0044444444444444444,0.0,0.026666666666666665,0,0,16553,2758,0,0,604.4307475090027,147.6846423149109,0.8701757427944107,2752,16336,0,0.44,0.0,2.63,19025,3.06
8.5,557056,0.025,0.001,0.1,11.44,2,0.0,35731500,620766,612762,0.0,385,71463,1,1,0.03111111111111111,0.04,0.017777777777777778,0,24830,11035,19312,0,0,604.4307475090027,148.93447422981262,0.8701757427944107,19014,10937,24315,3.06,3.92,1.76,52778,8.5
8.5,557056,0.025,0.001,0.1,11.44,2,0.0,35731500,620766,612762,0.0,385,71463,1,1,0.017777777777777778,0.017777777777777778,0.022222222222222223,0,11035,13794,11035,0,1,604.4307475090027,148.28584361076355,0.8701757427944107,10948,13642,10944,1.76,1.76,2.2,34865,5.62
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0,0,0,0,0,0,0,0,1,667.142501115799,164.01956748962402,0.8706680450206961,0,0,0,0.0,0.0,0.0,0,0.0
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.03111111111111111,0.0044444444444444444,0.022222222222222223,0,3081,15408,21572,0,1,667.142501115799,164.96893000602722,0.8706680450206961,21241,15240,3077,3.06,0.44,2.2,38956,5.62
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.0,0.035555555555555556,0.008888888888888889,0,24654,6163,0,0,1,667.142501115799,167.9173710346222,0.8706680450206961,0,6132,24220,0.0,3.49,0.88,30140,4.35
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.008888888888888889,0.04,0.026666666666666665,0,27736,18490,6163,0,1,667.142501115799,170.48447442054749,0.8706680450206961,6132,18248,27196,0.88,3.92,2.63,50473,7.28
