File Size(MB),Number of segment,c distribution,delta,Theoretical redundancy,Actual redundancy,reed solomon,GC content per strand,Number of backtrack,Total DNA sequence,Theoretical DNA sequence,Average degree,Single degree droplets,Sequence discarded,Decoded status,decoding cross checked,Insertion percentage,Mutation Percentage,deletion percentage,strand deletion percentage,Total mutation,Total deletion,Total Insertion,Total Strand deletion,Error concentrated in start and end,Encoding time,Decoding time,Information density (bits/nt),Total affected sequence for insertion error, total affected sequence for deletion error,Total affected sequence for mutation error,Percentage of affected sequence for insertion error, Percentage of affected sequence for mutation error, percentage of affected sequence for deletion error,Sequence affected by all kinds of error,Percentage of sequence affected by all kinds of error
1.0,32768,0.025,0.001,0.15,15.0,2,0.0,2116500,37683,37684,0.0,80,4233,1,1,0,0,0,0,0,0,0,0,1,34.437129974365234,8.880285263061523,0.9763591102321257,0,0,0,0.0,0.0,0.0,0,0.0
1.0,32768,0.025,0.001,0.15,15.0,2,0.0,2116500,37683,37684,0.0,80,4233,1,1,0.0,0.008888888888888889,0.026666666666666665,0,334,1004,0,0,1,34.437129974365234,8.880569458007812,0.9763591102321257,0,988,334,0.0,0.89,2.62,1315,3.49
1.0,32768,0.025,0.001,0.15,15.0,2,0.0,2116500,37683,37684,0.0,80,4233,1,1,0.022222222222222223,0.0044444444444444444,0.03111111111111111,0,167,1172,837,0,1,34.437129974365234,8.915698051452637,0.9763591102321257,824,1153,167,2.19,0.44,3.06,2117,5.62
1.0,32768,0.025,0.001,0.15,15.0,2,0.0,2116500,37683,37684,0.0,80,4233,1,1,0.022222222222222223,0.0044444444444444444,0.022222222222222223,0,167,837,837,0,1,34.437129974365234,8.903594732284546,0.9763591102321257,830,830,167,2.2,0.44,2.2,1784,4.73
1.0,32768,0.025,0.001,0.15,15.0,2,0.0,2116500,37683,37684,0.0,80,4233,1,1,0.03111111111111111,0.04,0.03111111111111111,0,1507,1172,1172,0,0,34.437129974365234,8.937607526779175,0.9763591102321257,1152,1155,1485,3.06,3.94,3.07,3664,9.72
1.0,32768,0.025,0.001,0.15,15.0,2,0.0,2116500,37683,37684,0.0,80,4233,1,1,0.0044444444444444444,0.022222222222222223,0.03111111111111111,0,837,1172,167,0,1,34.437129974365234,8.919697284698486,0.9763591102321257,167,1156,825,0.44,2.19,3.07,2108,5.59
1.0,32768,0.025,0.001,0.15,15.0,2,0.0,2116500,37683,37684,0.0,80,4233,1,1,0.026666666666666665,0.022222222222222223,0.022222222222222223,0,837,837,1004,0,0,34.437129974365234,9.038228034973145,0.9763591102321257,984,829,828,2.61,2.2,2.2,2570,6.82
1.0,32768,0.025,0.001,0.15,15.0,2,0.0,2116500,37683,37684,0.0,80,4233,1,1,0.035555555555555556,0.0044444444444444444,0.013333333333333332,0,167,502,1339,0,0,34.437129974365234,8.998715877532959,0.9763591102321257,1316,498,167,3.49,0.44,1.32,1963,5.21
1.0,32768,0.025,0.001,0.15,15.0,2,0.0,2116500,37683,37684,0.0,80,4233,1,1,0.0,0.008888888888888889,0.013333333333333332,0,334,502,0,0,0,34.437129974365234,8.88594937324524,0.9763591102321257,0,499,333,0.0,0.88,1.32,828,2.2
1.0,32768,0.025,0.001,0.15,15.0,2,0.0,2116500,37683,37684,0.0,80,4233,1,1,0.035555555555555556,0.022222222222222223,0.0044444444444444444,0,837,167,1339,0,0,34.437129974365234,9.067331075668335,0.9763591102321257,1315,167,831,3.49,2.21,0.44,2277,6.04
2.0,65536,0.025,0.001,0.15,15.0,2,0.0,4334500,75366,75367,0.0,125,8669,1,1,0,0,0,0,0,0,0,0,1,70.97117805480957,18.6246075630188,0.9763591102321257,0,0,0,0.0,0.0,0.0,0,0.0
2.0,65536,0.025,0.001,0.15,15.0,2,0.0,4334500,75366,75367,0.0,125,8669,1,1,0.013333333333333332,0.03111111111111111,0.022222222222222223,0,2344,1674,1004,0,0,70.97117805480957,18.79841637611389,0.9763591102321257,999,1661,2308,1.33,3.06,2.2,4863,6.45
2.0,65536,0.025,0.001,0.15,15.0,2,0.0,4334500,75366,75367,0.0,125,8669,1,1,0.03111111111111111,0.04,0.04,0,3014,3014,2344,0,0,70.97117805480957,19.080572366714478,0.9763591102321257,2307,2946,2955,3.06,3.92,3.91,7924,10.51
2.0,65536,0.025,0.001,0.15,15.0,2,0.0,4334500,75366,75367,0.0,125,8669,1,1,0.035555555555555556,0.0044444444444444444,0.035555555555555556,0,334,2679,2679,0,1,70.97117805480957,18.775367259979248,0.9763591102321257,2629,2638,334,3.49,0.44,3.5,5492,7.29
2.0,65536,0.025,0.001,0.15,15.0,2,0.0,4334500,75366,75367,0.0,125,8669,1,1,0.04,0.035555555555555556,0.008888888888888889,0,2679,669,3014,0,1,70.97117805480957,18.573382139205933,0.9763591102321257,2951,667,2622,3.92,3.48,0.89,6086,8.08
2.0,65536,0.025,0.001,0.15,15.0,2,0.0,4334500,75366,75367,0.0,125,8669,1,1,0.022222222222222223,0.008888888888888889,0.04,0,669,3014,1674,0,1,70.97117805480957,18.65000557899475,0.9763591102321257,1657,2955,661,2.2,0.88,3.92,5157,6.84
2.0,65536,0.025,0.001,0.15,15.0,2,0.0,4334500,75366,75367,0.0,125,8669,1,1,0.022222222222222223,0.017777777777777778,0.013333333333333332,0,1339,1004,1674,0,1,70.97117805480957,18.41813826560974,0.9763591102321257,1653,999,1333,2.19,1.77,1.33,3924,5.21
2.0,65536,0.025,0.001,0.15,15.0,2,0.0,4334500,75366,75367,0.0,125,8669,1,1,0.022222222222222223,0.04,0.026666666666666665,0,3014,2009,1674,0,0,70.97117805480957,18.771628379821777,0.9763591102321257,1656,1972,2951,2.2,3.92,2.62,6372,8.45
2.0,65536,0.025,0.001,0.15,15.0,2,0.0,4334500,75366,75367,0.0,125,8669,1,1,0.0,0.013333333333333332,0.0044444444444444444,0,1004,334,0,0,1,70.97117805480957,18.46789813041687,0.9763591102321257,0,333,999,0.0,1.33,0.44,1329,1.76
2.0,65536,0.025,0.001,0.15,15.0,2,0.0,4334500,75366,75367,0.0,125,8669,1,1,0.0044444444444444444,0.03111111111111111,0.03111111111111111,0,2344,2344,334,0,0,70.97117805480957,18.587989807128906,0.9763591102321257,332,2305,2308,0.44,3.06,3.06,4853,6.44
3.0,98304,0.025,0.001,0.15,15.0,2,0.0,6507000,113049,113050,0.0,164,13014,1,1,0,0,0,0,0,0,0,0,1,104.62990498542786,28.4233078956604,0.9763591102321257,0,0,0,0.0,0.0,0.0,0,0.0
3.0,98304,0.025,0.001,0.15,15.0,2,0.0,6507000,113049,113050,0.0,164,13014,1,1,0.04,0.0044444444444444444,0.008888888888888889,0,502,1004,4521,0,0,104.62990498542786,28.478622674942017,0.9763591102321257,4430,998,501,3.92,0.44,0.88,5871,5.19
3.0,98304,0.025,0.001,0.15,15.0,2,0.0,6507000,113049,113050,0.0,164,13014,1,1,0.013333333333333332,0.013333333333333332,0.022222222222222223,0,1507,2512,1507,0,0,104.62990498542786,28.533981323242188,0.9763591102321257,1499,2481,1496,1.33,1.32,2.19,5372,4.75
3.0,98304,0.025,0.001,0.15,15.0,2,0.0,6507000,113049,113050,0.0,164,13014,1,1,0.04,0.0044444444444444444,0.008888888888888889,0,502,1004,4521,0,0,104.62990498542786,28.478810787200928,0.9763591102321257,4436,1001,501,3.92,0.44,0.89,5887,5.21
3.0,98304,0.025,0.001,0.15,15.0,2,0.0,6507000,113049,113050,0.0,164,13014,1,1,0.026666666666666665,0.026666666666666665,0.03111111111111111,0,3014,3517,3014,0,0,104.62990498542786,28.616413116455078,0.9763591102321257,2972,3452,2972,2.63,2.63,3.05,9114,8.06
3.0,98304,0.025,0.001,0.15,15.0,2,0.0,6507000,113049,113050,0.0,164,13014,1,1,0.013333333333333332,0.0,0.017777777777777778,0,0,2009,1507,0,1,104.62990498542786,28.34928011894226,0.9763591102321257,1495,1990,0,1.32,0.0,1.76,3469,3.07
3.0,98304,0.025,0.001,0.15,15.0,2,0.0,6507000,113049,113050,0.0,164,13014,1,1,0.008888888888888889,0.017777777777777778,0.04,0,2009,4521,1004,0,0,104.62990498542786,28.591221570968628,0.9763591102321257,995,4419,1988,0.88,1.76,3.91,7278,6.44
3.0,98304,0.025,0.001,0.15,15.0,2,0.0,6507000,113049,113050,0.0,164,13014,1,1,0.03111111111111111,0.022222222222222223,0.0044444444444444444,0,2512,502,3517,0,0,104.62990498542786,28.476948738098145,0.9763591102321257,3459,501,2487,3.06,2.2,0.44,6338,5.61
3.0,98304,0.025,0.001,0.15,15.0,2,0.0,6507000,113049,113050,0.0,164,13014,1,1,0.035555555555555556,0.008888888888888889,0.026666666666666665,0,1004,3014,4019,0,0,104.62990498542786,29.474838733673096,0.9763591102321257,3938,2960,1001,3.48,0.89,2.62,7747,6.85
3.0,98304,0.025,0.001,0.15,15.0,2,0.0,6507000,113049,113050,0.0,164,13014,1,1,0.035555555555555556,0.008888888888888889,0.03111111111111111,0,1004,3517,4019,0,1,104.62990498542786,29.31001377105713,0.9763591102321257,3965,3461,1000,3.51,0.88,3.06,8252,7.3
4.0,131072,0.025,0.001,0.15,15.0,2,0.0,8584500,150732,150733,0.0,182,17169,1,1,0,0,0,0,0,0,0,0,1,139.1224901676178,38.5638747215271,0.9763591102321257,0,0,0,0.0,0.0,0.0,0,0.0
4.0,131072,0.025,0.001,0.15,15.0,2,0.0,8584500,150732,150733,0.0,182,17169,1,1,0.013333333333333332,0.008888888888888889,0.0044444444444444444,0,1339,669,2009,0,0,139.1224901676178,39.15844202041626,0.9763591102321257,1999,667,1332,1.33,0.88,0.44,3968,2.63
4.0,131072,0.025,0.001,0.15,15.0,2,0.0,8584500,150732,150733,0.0,182,17169,1,1,0.03111111111111111,0.013333333333333332,0.008888888888888889,0,2009,1339,4689,0,0,139.1224901676178,40.34503245353699,0.9763591102321257,4625,1333,1995,3.07,1.32,0.88,7847,5.21
4.0,131072,0.025,0.001,0.15,15.0,2,0.0,8584500,150732,150733,0.0,182,17169,1,1,0.013333333333333332,0.035555555555555556,0.026666666666666665,0,5359,4019,2009,0,0,139.1224901676178,38.53487229347229,0.9763591102321257,1997,3960,5274,1.32,3.5,2.63,10977,7.28
4.0,131072,0.025,0.001,0.15,15.0,2,0.0,8584500,150732,150733,0.0,182,17169,1,1,0.026666666666666665,0.013333333333333332,0.04,0,2009,6029,4019,0,0,139.1224901676178,39.125556230545044,0.9763591102321257,3964,5904,1998,2.63,1.33,3.92,11610,7.7
4.0,131072,0.025,0.001,0.15,15.0,2,0.0,8584500,150732,150733,0.0,182,17169,1,1,0.04,0.017777777777777778,0.04,0,2679,6029,6029,0,1,139.1224901676178,39.75788068771362,0.9763591102321257,5915,5909,2653,3.92,1.76,3.92,14003,9.29
4.0,131072,0.025,0.001,0.15,15.0,2,0.0,8584500,150732,150733,0.0,182,17169,1,1,0.035555555555555556,0.0,0.008888888888888889,0,0,1339,5359,0,0,139.1224901676178,39.895771503448486,0.9763591102321257,5265,1331,0,3.49,0.0,0.88,6554,4.35
4.0,131072,0.025,0.001,0.15,15.0,2,0.0,8584500,150732,150733,0.0,182,17169,1,1,0.026666666666666665,0.022222222222222223,0.022222222222222223,0,3349,3349,4019,0,0,139.1224901676178,40.06648015975952,0.9763591102321257,3971,3308,3310,2.63,2.2,2.19,10356,6.87
4.0,131072,0.025,0.001,0.15,15.0,2,0.0,8584500,150732,150733,0.0,182,17169,1,1,0.0,0.026666666666666665,0.026666666666666665,0,4019,4019,0,0,1,139.1224901676178,39.84552478790283,0.9763591102321257,0,3969,3961,0.0,2.63,2.63,7833,5.2
4.0,131072,0.025,0.001,0.15,15.0,2,0.0,8584500,150732,150733,0.0,182,17169,1,1,0.022222222222222223,0.04,0.04,0,6029,6029,3349,0,1,139.1224901676178,39.000120878219604,0.9763591102321257,3317,5918,5899,2.2,3.91,3.93,14654,9.72
5.0,163840,0.025,0.001,0.15,15.0,2,0.0,10892000,188416,188416,0.0,190,21784,1,1,0,0,0,0,0,0,0,0,1,179.82254838943481,49.997519731521606,0.9763539282990084,0,0,0,0.0,0.0,0.0,0,0.0
5.0,163840,0.025,0.001,0.15,15.0,2,0.0,10892000,188416,188416,0.0,190,21784,1,1,0.008888888888888889,0.04,0.026666666666666665,0,7536,5024,1674,0,0,179.82254838943481,51.241673946380615,0.9763539282990084,1664,4949,7399,0.88,3.93,2.63,13707,7.27
5.0,163840,0.025,0.001,0.15,15.0,2,0.0,10892000,188416,188416,0.0,190,21784,1,1,0.03111111111111111,0.035555555555555556,0.008888888888888889,0,6699,1674,5861,0,1,179.82254838943481,51.410295248031616,0.9763539282990084,5789,1667,6596,3.07,3.5,0.88,13740,7.29
5.0,163840,0.025,0.001,0.15,15.0,2,0.0,10892000,188416,188416,0.0,190,21784,1,1,0.008888888888888889,0.035555555555555556,0.013333333333333332,0,6699,2512,1674,0,0,179.82254838943481,50.5574107170105,0.9763539282990084,1658,2496,6583,0.88,3.49,1.32,10563,5.61
5.0,163840,0.025,0.001,0.15,15.0,2,0.0,10892000,188416,188416,0.0,190,21784,1,1,0.013333333333333332,0.03111111111111111,0.013333333333333332,0,5861,2512,2512,0,1,179.82254838943481,50.98653602600098,0.9763539282990084,2499,2493,5768,1.33,3.06,1.32,10557,5.6
5.0,163840,0.025,0.001,0.15,15.0,2,0.0,10892000,188416,188416,0.0,190,21784,1,1,0.0,0.017777777777777778,0.008888888888888889,0,3349,1674,0,0,0,179.82254838943481,50.417099952697754,0.9763539282990084,0,1664,3325,0.0,1.76,0.88,4960,2.63
5.0,163840,0.025,0.001,0.15,15.0,2,0.0,10892000,188416,188416,0.0,190,21784,1,1,0.035555555555555556,0.0044444444444444444,0.035555555555555556,0,837,6699,6699,0,1,179.82254838943481,50.786051988601685,0.9763539282990084,6569,6590,835,3.49,0.44,3.5,13696,7.27
5.0,163840,0.025,0.001,0.15,15.0,2,0.0,10892000,188416,188416,0.0,190,21784,1,1,0.022222222222222223,0.0,0.026666666666666665,0,0,5024,4187,0,1,179.82254838943481,50.38980841636658,0.9763539282990084,4146,4955,0,2.2,0.0,2.63,8976,4.76
5.0,163840,0.025,0.001,0.15,15.0,2,0.0,10892000,188416,188416,0.0,190,21784,1,1,0.017777777777777778,0.035555555555555556,0.0,0,6699,0,3349,0,0,179.82254838943481,51.0966157913208,0.9763539282990084,3324,0,6600,1.76,3.5,0.0,9803,5.2
5.0,163840,0.025,0.001,0.15,15.0,2,0.0,10892000,188416,188416,0.0,190,21784,1,1,0.026666666666666665,0.022222222222222223,0.04,0,4187,7536,5024,0,0,179.82254838943481,51.52417802810669,0.9763539282990084,4962,7382,4146,2.63,2.2,3.92,16044,8.52
6.0,196608,0.025,0.001,0.15,15.0,2,0.0,13106000,226099,226100,0.0,210,26212,1,1,0,0,0,0,0,0,0,0,1,214.77775359153748,60.46137285232544,0.9763547919507082,0,0,0,0.0,0.0,0.0,0,0.0
6.0,196608,0.025,0.001,0.15,15.0,2,0.0,13106000,226099,226100,0.0,210,26212,1,1,0.026666666666666665,0.013333333333333332,0.0,0,3014,0,6029,0,0,214.77775359153748,61.67438721656799,0.9763547919507082,5952,0,2992,2.63,1.32,0.0,8872,3.92
6.0,196608,0.025,0.001,0.15,15.0,2,0.0,13106000,226099,226100,0.0,210,26212,1,1,0.013333333333333332,0.008888888888888889,0.008888888888888889,0,2009,2009,3014,0,0,214.77775359153748,61.57155799865723,0.9763547919507082,3004,1998,2000,1.33,0.88,0.88,6938,3.07
6.0,196608,0.025,0.001,0.15,15.0,2,0.0,13106000,226099,226100,0.0,210,26212,1,1,0.017777777777777778,0.026666666666666665,0.013333333333333332,0,6029,3014,4019,0,0,214.77775359153748,63.093735218048096,0.9763547919507082,3981,2995,5953,1.76,2.63,1.32,12696,5.62
6.0,196608,0.025,0.001,0.15,15.0,2,0.0,13106000,226099,226100,0.0,210,26212,1,1,0.0,0.022222222222222223,0.0044444444444444444,0,5024,1004,0,0,0,214.77775359153748,62.62798023223877,0.9763547919507082,0,1003,4972,0.0,2.2,0.44,5951,2.63
6.0,196608,0.025,0.001,0.15,15.0,2,0.0,13106000,226099,226100,0.0,210,26212,1,1,0.0044444444444444444,0.017777777777777778,0.017777777777777778,0,4019,4019,1004,0,1,214.77775359153748,63.03881883621216,0.9763547919507082,1004,3978,3983,0.44,1.76,1.76,8854,3.92
6.0,196608,0.025,0.001,0.15,15.0,2,0.0,13106000,226099,226100,0.0,210,26212,1,1,0.026666666666666665,0.013333333333333332,0.0044444444444444444,0,3014,1004,6029,0,1,214.77775359153748,62.57227849960327,0.9763547919507082,5945,1003,2998,2.63,1.33,0.44,9820,4.34
6.0,196608,0.025,0.001,0.15,15.0,2,0.0,13106000,226099,226100,0.0,210,26212,1,1,0.0,0.035555555555555556,0.0,0,8039,0,0,0,1,214.77775359153748,62.45059823989868,0.9763547919507082,0,0,7901,0.0,3.49,0.0,7901,3.49
6.0,196608,0.025,0.001,0.15,15.0,2,0.0,13106000,226099,226100,0.0,210,26212,1,1,0.022222222222222223,0.017777777777777778,0.008888888888888889,0,4019,2009,5024,0,0,214.77775359153748,62.531944274902344,0.9763547919507082,4965,2001,3989,2.2,1.76,0.89,10787,4.77
6.0,196608,0.025,0.001,0.15,15.0,2,0.0,13106000,226099,226100,0.0,210,26212,1,1,0.013333333333333332,0.017777777777777778,0.03111111111111111,0,4019,7034,3014,0,1,214.77775359153748,62.191996574401855,0.9763547919507082,2995,6924,3980,1.32,1.76,3.06,13640,6.03
7.0,229376,0.025,0.001,0.15,15.0,2,0.0,15243500,263782,263783,0.0,233,30487,1,1,0,0,0,0,0,0,0,0,1,248.82895636558533,71.9761254787445,0.9763554088457148,0,0,0,0.0,0.0,0.0,0,0.0
7.0,229376,0.025,0.001,0.15,15.0,2,0.0,15243500,263782,263783,0.0,233,30487,1,1,0.026666666666666665,0.0044444444444444444,0.022222222222222223,0,1172,5861,7034,0,0,248.82895636558533,72.10705518722534,0.9763554088457148,6923,5795,1166,2.62,0.44,2.2,13682,5.19
7.0,229376,0.025,0.001,0.15,15.0,2,0.0,15243500,263782,263783,0.0,233,30487,1,1,0.03111111111111111,0.0044444444444444444,0.035555555555555556,0,1172,9378,8206,0,0,248.82895636558533,72.72721886634827,0.9763554088457148,8090,9224,1170,3.07,0.44,3.5,18138,6.88
7.0,229376,0.025,0.001,0.15,15.0,2,0.0,15243500,263782,263783,0.0,233,30487,1,1,0.022222222222222223,0.04,0.017777777777777778,0,10551,4689,5861,0,1,248.82895636558533,73.69270944595337,0.9763554088457148,5797,4655,10342,2.2,3.92,1.76,20282,7.69
7.0,229376,0.025,0.001,0.15,15.0,2,0.0,15243500,263782,263783,0.0,233,30487,1,1,0.0044444444444444444,0.022222222222222223,0.008888888888888889,0,5861,2344,1172,0,1,248.82895636558533,72.34067821502686,0.9763554088457148,1170,2338,5792,0.44,2.2,0.89,9210,3.49
7.0,229376,0.025,0.001,0.15,15.0,2,0.0,15243500,263782,263783,0.0,233,30487,1,1,0.035555555555555556,0.04,0.013333333333333332,0,10551,3517,9378,0,0,248.82895636558533,74.36301970481873,0.9763554088457148,9213,3492,10364,3.49,3.93,1.32,22421,8.5
7.0,229376,0.025,0.001,0.15,15.0,2,0.0,15243500,263782,263783,0.0,233,30487,1,1,0.035555555555555556,0.035555555555555556,0.008888888888888889,0,9378,2344,9378,0,0,248.82895636558533,74.11486077308655,0.9763554088457148,9219,2333,9220,3.49,3.5,0.88,20301,7.7
7.0,229376,0.025,0.001,0.15,15.0,2,0.0,15243500,263782,263783,0.0,233,30487,1,1,0.022222222222222223,0.022222222222222223,0.035555555555555556,0,5861,9378,5861,0,0,248.82895636558533,74.09367871284485,0.9763554088457148,5797,9197,5804,2.2,2.2,3.49,20277,7.69
7.0,229376,0.025,0.001,0.15,15.0,2,0.0,15243500,263782,263783,0.0,233,30487,1,1,0.017777777777777778,0.022222222222222223,0.008888888888888889,0,5861,2344,4689,0,1,248.82895636558533,74.19091200828552,0.9763554088457148,4645,2332,5798,1.76,2.2,0.88,12593,4.77
7.0,229376,0.025,0.001,0.15,15.0,2,0.0,15243500,263782,263783,0.0,233,30487,1,1,0.0,0.026666666666666665,0.035555555555555556,0,7034,9378,0,0,0,248.82895636558533,74.09313106536865,0.9763554088457148,0,9210,6954,0.0,2.64,3.49,15914,6.03
8.0,262144,0.025,0.001,0.15,15.0,2,0.0,17362000,301465,301466,0.0,267,34724,1,1,0,0,0,0,0,0,0,0,1,288.72527718544006,84.03154873847961,0.9763558715174815,0,0,0,0.0,0.0,0.0,0,0.0
8.0,262144,0.025,0.001,0.15,15.0,2,0.0,17362000,301465,301466,0.0,267,34724,1,1,0.017777777777777778,0.03111111111111111,0.026666666666666665,0,9378,8039,5359,0,0,288.72527718544006,84.02043151855469,0.9763558715174815,5301,7911,9222,1.76,3.06,2.62,21905,7.27
8.0,262144,0.025,0.001,0.15,15.0,2,0.0,17362000,301465,301466,0.0,267,34724,1,1,0.026666666666666665,0.0044444444444444444,0.026666666666666665,0,1339,8039,8039,0,0,288.72527718544006,85.21861052513123,0.9763558715174815,7919,7926,1335,2.63,0.44,2.63,16909,5.61
8.0,262144,0.025,0.001,0.15,15.0,2,0.0,17362000,301465,301466,0.0,267,34724,1,1,0.0,0.022222222222222223,0.017777777777777778,0,6699,5359,0,0,0,288.72527718544006,84.05422401428223,0.9763558715174815,0,5308,6617,0.0,2.19,1.76,11782,3.91
8.0,262144,0.025,0.001,0.15,15.0,2,0.0,17362000,301465,301466,0.0,267,34724,1,1,0.008888888888888889,0.035555555555555556,0.0,0,10718,0,2679,0,0,288.72527718544006,85.18757176399231,0.9763558715174815,2670,0,10534,0.89,3.49,0.0,13105,4.35
8.0,262144,0.025,0.001,0.15,15.0,2,0.0,17362000,301465,301466,0.0,267,34724,1,1,0.017777777777777778,0.026666666666666665,0.022222222222222223,0,8039,6699,5359,0,0,288.72527718544006,84.93090415000916,0.9763558715174815,5314,6633,7935,1.76,2.63,2.2,19481,6.46
8.0,262144,0.025,0.001,0.15,15.0,2,0.0,17362000,301465,301466,0.0,267,34724,1,1,0.022222222222222223,0.013333333333333332,0.035555555555555556,0,4019,10718,6699,0,1,288.72527718544006,85.51591634750366,0.9763558715174815,6627,10531,3997,2.2,1.33,3.49,20674,6.86
8.0,262144,0.025,0.001,0.15,15.0,2,0.0,17362000,301465,301466,0.0,267,34724,1,1,0.013333333333333332,0.008888888888888889,0.0044444444444444444,0,2679,1339,4019,0,1,288.72527718544006,83.67204213142395,0.9763558715174815,3995,1337,2670,1.33,0.89,0.44,7929,2.63
8.0,262144,0.025,0.001,0.15,15.0,2,0.0,17362000,301465,301466,0.0,267,34724,1,1,0.013333333333333332,0.022222222222222223,0.04,0,6699,12058,4019,0,1,288.72527718544006,84.57408356666565,0.9763558715174815,3993,11806,6628,1.32,2.2,3.92,21942,7.28
8.0,262144,0.025,0.001,0.15,15.0,2,0.0,17362000,301465,301466,0.0,267,34724,1,1,0.017777777777777778,0.035555555555555556,0.022222222222222223,0,10718,6699,5359,0,0,288.72527718544006,84.35582304000854,0.9763558715174815,5316,6631,10535,1.76,3.49,2.2,21949,7.28
9.0,294912,0.025,0.001,0.15,15.0,2,0.0,19419500,339148,339149,0.0,277,38839,1,1,0,0,0,0,0,0,0,0,1,322.4818968772888,95.08856511116028,0.9763562313736031,0,0,0,0.0,0.0,0.0,0,0.0
9.0,294912,0.025,0.001,0.15,15.0,2,0.0,19419500,339148,339149,0.0,277,38839,1,1,0.026666666666666665,0.0,0.0044444444444444444,0,0,1507,9043,0,1,322.4818968772888,96.7887544631958,0.9763562313736031,8928,1505,0,2.63,0.0,0.44,10385,3.06
9.0,294912,0.025,0.001,0.15,15.0,2,0.0,19419500,339148,339149,0.0,277,38839,1,1,0.022222222222222223,0.04,0.035555555555555556,0,13565,12058,7536,0,1,322.4818968772888,99.0536277294159,0.9763562313736031,7439,11829,13302,2.19,3.92,3.49,31532,9.3
9.0,294912,0.025,0.001,0.15,15.0,2,0.0,19419500,339148,339149,0.0,277,38839,1,1,0.04,0.013333333333333332,0.04,0,4521,13565,13565,0,0,322.4818968772888,98.072744846344,0.9763562313736031,13300,13269,4487,3.92,1.32,3.91,30173,8.9
9.0,294912,0.025,0.001,0.15,15.0,2,0.0,19419500,339148,339149,0.0,277,38839,1,1,0.0,0.03111111111111111,0.013333333333333332,0,10551,4521,0,0,0,322.4818968772888,98.15292286872864,0.9763562313736031,0,4483,10399,0.0,3.07,1.32,14724,4.34
9.0,294912,0.025,0.001,0.15,15.0,2,0.0,19419500,339148,339149,0.0,277,38839,1,1,0.0044444444444444444,0.026666666666666665,0.017777777777777778,0,9043,6029,1507,0,1,322.4818968772888,95.63078832626343,0.9763562313736031,1506,5989,8925,0.44,2.63,1.77,16205,4.78
9.0,294912,0.025,0.001,0.15,15.0,2,0.0,19419500,339148,339149,0.0,277,38839,1,1,0.022222222222222223,0.008888888888888889,0.022222222222222223,0,3014,7536,7536,0,1,322.4818968772888,94.64853072166443,0.9763562313736031,7448,7461,3002,2.2,0.89,2.2,17620,5.2
9.0,294912,0.025,0.001,0.15,15.0,2,0.0,19419500,339148,339149,0.0,277,38839,1,1,0.008888888888888889,0.008888888888888889,0.022222222222222223,0,3014,7536,3014,0,0,322.4818968772888,95.57276105880737,0.9763562313736031,3000,7460,3000,0.88,0.88,2.2,13311,3.92
9.0,294912,0.025,0.001,0.15,15.0,2,0.0,19419500,339148,339149,0.0,277,38839,1,1,0.04,0.008888888888888889,0.017777777777777778,0,3014,6029,13565,0,0,322.4818968772888,96.87104272842407,0.9763562313736031,13268,5989,3001,3.91,0.88,1.77,21832,6.44
9.0,294912,0.025,0.001,0.15,15.0,2,0.0,19419500,339148,339149,0.0,277,38839,1,1,0.008888888888888889,0.026666666666666665,0.022222222222222223,0,9043,7536,3014,0,0,322.4818968772888,96.75457644462585,0.9763562313736031,3004,7460,8920,0.89,2.63,2.2,19034,5.61
10.0,327680,0.025,0.001,0.15,15.0,2,0.0,21922500,376832,376832,0.0,297,43845,1,1,0,0,0,0,0,0,0,0,1,360.21136355400085,107.59236764907837,0.9763539282990084,0,0,0,0.0,0.0,0.0,0,0.0
10.0,327680,0.025,0.001,0.15,15.0,2,0.0,21922500,376832,376832,0.0,297,43845,1,1,0.022222222222222223,0.04,0.008888888888888889,0,15073,3349,8374,0,1,360.21136355400085,108.6181538105011,0.9763539282990084,8290,3339,14755,2.2,3.92,0.89,25886,6.87
10.0,327680,0.025,0.001,0.15,15.0,2,0.0,21922500,376832,376832,0.0,297,43845,1,1,0.013333333333333332,0.013333333333333332,0.022222222222222223,0,5024,8374,5024,0,1,360.21136355400085,107.07191252708435,0.9763539282990084,4992,8272,4979,1.32,1.32,2.2,17911,4.75
10.0,327680,0.025,0.001,0.15,15.0,2,0.0,21922500,376832,376832,0.0,297,43845,1,1,0.026666666666666665,0.026666666666666665,0.026666666666666665,0,10048,10048,10048,0,0,360.21136355400085,107.67749190330505,0.9763539282990084,9907,9916,9916,2.63,2.63,2.63,29008,7.7
10.0,327680,0.025,0.001,0.15,15.0,2,0.0,21922500,376832,376832,0.0,297,43845,1,1,0.017777777777777778,0.0,0.04,0,0,15073,6699,0,1,360.21136355400085,108.20058989524841,0.9763539282990084,6645,14787,0,1.76,0.0,3.92,21172,5.62
10.0,327680,0.025,0.001,0.15,15.0,2,0.0,21922500,376832,376832,0.0,297,43845,1,1,0.0,0.026666666666666665,0.017777777777777778,0,10048,6699,0,0,0,360.21136355400085,108.71206092834473,0.9763539282990084,0,6644,9921,0.0,2.63,1.76,16413,4.36
