File Size(MB),Number of segment,c distribution,delta,Theoretical redundancy,Actual redundancy,reed solomon,GC content per strand,Number of backtrack,Total DNA sequence,Theoretical DNA sequence,Average degree,Single degree droplets,Sequence discarded,Decoded status,decoding cross checked,Insertion percentage,Mutation Percentage,deletion percentage,strand deletion percentage,Total mutation,Total deletion,Total Insertion,Total Strand deletion,Error concentrated in start and end,Encoding time,Decoding time,Information density (bits/nt),Total affected sequence for insertion error, total affected sequence for deletion error,Total affected sequence for mutation error,Percentage of affected sequence for insertion error, Percentage of affected sequence for mutation error, percentage of affected sequence for deletion error,Sequence affected by all kinds of error,Percentage of sequence affected by all kinds of error
41.0,1343488,0.025,0.001,0.15,15.0,2,0.0,89228500,1545011,1545012,0.0,692,178457,1,1,0.04,0.026666666666666665,0.026666666666666665,0,41200,41200,61800,0,1,1570.160939693451,510.58995962142944,0.9763540546869666,60563,40631,40676,3.92,2.63,2.63,137653,8.91
41.0,1343488,0.025,0.001,0.15,15.0,2,0.0,89228500,1545011,1545012,0.0,692,178457,1,1,0.026666666666666665,0.026666666666666665,0.022222222222222223,0,41200,34333,41200,0,1,1570.160939693451,502.6981129646301,0.9763540546869666,40653,33931,40640,2.63,2.63,2.2,112323,7.27
41.0,1343488,0.025,0.001,0.15,15.0,2,0.0,89228500,1545011,1545012,0.0,692,178457,1,1,0.017777777777777778,0.04,0.022222222222222223,0,61800,34333,27466,0,0,1570.160939693451,512.0942349433899,0.9763540546869666,27249,33927,60524,1.76,3.92,2.2,118696,7.68
41.0,1343488,0.025,0.001,0.15,15.0,2,0.0,89228500,1545011,1545012,0.0,692,178457,1,1,0.026666666666666665,0.03111111111111111,0.008888888888888889,0,48066,13733,41200,0,0,1570.160939693451,505.4851086139679,0.9763540546869666,40650,13670,47301,2.63,3.06,0.88,99678,6.45
42.0,1376256,0.025,0.001,0.15,15.0,2,0.0,90786500,1582694,1582695,0.0,696,181573,1,1,0,0,0,0,0,0,0,0,1,1579.6616125106812,504.1255922317505,0.976354175056481,0,0,0,0.0,0.0,0.0,0,0.0
42.0,1376256,0.025,0.001,0.15,15.0,2,0.0,90786500,1582694,1582695,0.0,696,181573,1,1,0.03111111111111111,0.04,0.013333333333333332,0,63307,21102,49239,0,0,1579.6616125106812,516.0388669967651,0.976354175056481,48509,20977,62011,3.06,3.92,1.33,128177,8.1
42.0,1376256,0.025,0.001,0.15,15.0,2,0.0,90786500,1582694,1582695,0.0,696,181573,1,1,0.017777777777777778,0.0,0.008888888888888889,0,0,14068,28136,0,1,1579.6616125106812,507.4777731895447,0.976354175056481,27888,14003,0,1.76,0.0,0.88,41623,2.63
42.0,1376256,0.025,0.001,0.15,15.0,2,0.0,90786500,1582694,1582695,0.0,696,181573,1,1,0.008888888888888889,0.035555555555555556,0.017777777777777778,0,56273,28136,14068,0,0,1579.6616125106812,519.9240298271179,0.976354175056481,14010,27898,55278,0.89,3.49,1.76,95435,6.03
42.0,1376256,0.025,0.001,0.15,15.0,2,0.0,90786500,1582694,1582695,0.0,696,181573,1,1,0.022222222222222223,0.03111111111111111,0.04,0,49239,63307,35170,0,0,1579.6616125106812,518.869921207428,0.976354175056481,34776,62102,48506,2.2,3.06,3.92,141108,8.92
42.0,1376256,0.025,0.001,0.15,15.0,2,0.0,90786500,1582694,1582695,0.0,696,181573,1,1,0.0,0.022222222222222223,0.0044444444444444444,0,35170,7034,0,0,0,1579.6616125106812,506.48656964302063,0.976354175056481,0,7024,34754,0.0,2.2,0.44,41622,2.63
42.0,1376256,0.025,0.001,0.15,15.0,2,0.0,90786500,1582694,1582695,0.0,696,181573,1,1,0.017777777777777778,0.017777777777777778,0.017777777777777778,0,28136,28136,28136,0,1,1579.6616125106812,500.9238452911377,0.976354175056481,27871,27889,27883,1.76,1.76,1.76,82225,5.2
42.0,1376256,0.025,0.001,0.15,15.0,2,0.0,90786500,1582694,1582695,0.0,696,181573,1,1,0.026666666666666665,0.017777777777777778,0.0,0,28136,0,42205,0,0,1579.6616125106812,495.441367149353,0.976354175056481,41646,0,27872,2.63,1.76,0.0,68813,4.35
42.0,1376256,0.025,0.001,0.15,15.0,2,0.0,90786500,1582694,1582695,0.0,696,181573,1,1,0.013333333333333332,0.008888888888888889,0.03111111111111111,0,14068,49239,21102,0,0,1579.6616125106812,504.79627537727356,0.976354175056481,20952,48451,14016,1.32,0.89,3.06,82174,5.19
42.0,1376256,0.025,0.001,0.15,15.0,2,0.0,90786500,1582694,1582695,0.0,696,181573,1,1,0.03111111111111111,0.0044444444444444444,0.035555555555555556,0,7034,56273,49239,0,0,1579.6616125106812,497.0972273349762,0.976354175056481,48471,55272,7018,3.06,0.44,3.49,108507,6.86
43.0,1409024,0.025,0.001,0.15,15.0,2,0.0,92956500,1620377,1620378,0.0,709,185913,1,1,0,0,0,0,0,0,0,0,1,1565.3034296035767,518.7100610733032,0.976354289827441,0,0,0,0.0,0.0,0.0,0,0.0
43.0,1409024,0.025,0.001,0.15,15.0,2,0.0,92956500,1620377,1620378,0.0,709,185913,1,1,0.0,0.026666666666666665,0.017777777777777778,0,43210,28806,0,0,0,1565.3034296035767,516.7052743434906,0.976354289827441,0,28533,42629,0.0,2.63,1.76,70399,4.34
43.0,1409024,0.025,0.001,0.15,15.0,2,0.0,92956500,1620377,1620378,0.0,709,185913,1,1,0.017777777777777778,0.013333333333333332,0.022222222222222223,0,21605,36008,28806,0,1,1565.3034296035767,515.8457236289978,0.976354289827441,28567,35629,21451,1.76,1.32,2.2,84183,5.2
43.0,1409024,0.025,0.001,0.15,15.0,2,0.0,92956500,1620377,1620378,0.0,709,185913,1,1,0.0044444444444444444,0.0,0.017777777777777778,0,0,28806,7201,0,0,1565.3034296035767,522.4945216178894,0.976354289827441,7182,28538,0,0.44,0.0,1.76,35591,2.2
43.0,1409024,0.025,0.001,0.15,15.0,2,0.0,92956500,1620377,1620378,0.0,709,185913,1,1,0.008888888888888889,0.0,0.0044444444444444444,0,0,7201,14403,0,0,1565.3034296035767,524.4911904335022,0.976354289827441,14332,7189,0,0.88,0.0,0.44,21439,1.32
43.0,1409024,0.025,0.001,0.15,15.0,2,0.0,92956500,1620377,1620378,0.0,709,185913,1,1,0.017777777777777778,0.022222222222222223,0.022222222222222223,0,36008,36008,28806,0,1,1565.3034296035767,519.438494682312,0.976354289827441,28553,35630,35609,1.76,2.2,2.2,97789,6.03
43.0,1409024,0.025,0.001,0.15,15.0,2,0.0,92956500,1620377,1620378,0.0,709,185913,1,1,0.008888888888888889,0.008888888888888889,0.022222222222222223,0,14403,36008,14403,0,1,1565.3034296035767,528.4574687480927,0.976354289827441,14343,35631,14336,0.89,0.88,2.2,63499,3.92
43.0,1409024,0.025,0.001,0.15,15.0,2,0.0,92956500,1620377,1620378,0.0,709,185913,1,1,0.013333333333333332,0.017777777777777778,0.022222222222222223,0,28806,36008,21605,0,1,1565.3034296035767,521.3151531219482,0.976354289827441,21463,35580,28523,1.32,1.76,2.2,84076,5.19
43.0,1409024,0.025,0.001,0.15,15.0,2,0.0,92956500,1620377,1620378,0.0,709,185913,1,1,0.035555555555555556,0.008888888888888889,0.035555555555555556,0,14403,57613,57613,0,0,1565.3034296035767,525.5226104259491,0.976354289827441,56601,56633,14342,3.49,0.89,3.5,124634,7.69
43.0,1409024,0.025,0.001,0.15,15.0,2,0.0,92956500,1620377,1620378,0.0,709,185913,1,1,0.03111111111111111,0.022222222222222223,0.022222222222222223,0,36008,36008,50411,0,0,1565.3034296035767,528.2483477592468,0.976354289827441,49654,35621,35640,3.06,2.2,2.2,117875,7.27
44.0,1441792,0.025,0.001,0.15,15.0,2,0.0,95635500,1658060,1658061,0.0,713,191271,1,1,0,0,0,0,0,0,0,0,1,1643.8312857151031,538.9884102344513,0.9763543993815643,0,0,0,0.0,0.0,0.0,0,0.0
44.0,1441792,0.025,0.001,0.15,15.0,2,0.0,95635500,1658060,1658061,0.0,713,191271,1,1,0.035555555555555556,0.035555555555555556,0.04,0,58953,66322,58953,0,0,1643.8312857151031,533.0130188465118,0.9763543993815643,57900,65033,57940,3.49,3.49,3.92,174384,10.52
44.0,1441792,0.025,0.001,0.15,15.0,2,0.0,95635500,1658060,1658061,0.0,713,191271,1,1,0.017777777777777778,0.03111111111111111,0.0,0,51584,0,29476,0,1,1643.8312857151031,544.5816576480865,0.9763543993815643,29205,0,50807,1.76,3.06,0.0,79155,4.77
44.0,1441792,0.025,0.001,0.15,15.0,2,0.0,95635500,1658060,1658061,0.0,713,191271,1,1,0.04,0.022222222222222223,0.013333333333333332,0,36845,22107,66322,0,1,1643.8312857151031,540.9713861942291,0.9763543993815643,65039,21954,36441,3.92,2.2,1.32,120683,7.28
44.0,1441792,0.025,0.001,0.15,15.0,2,0.0,95635500,1658060,1658061,0.0,713,191271,1,1,0.035555555555555556,0.008888888888888889,0.022222222222222223,0,14738,36845,58953,0,0,1643.8312857151031,532.9790842533112,0.9763543993815643,57883,36430,14668,3.49,0.88,2.2,106901,6.45
44.0,1441792,0.025,0.001,0.15,15.0,2,0.0,95635500,1658060,1658061,0.0,713,191271,1,1,0.017777777777777778,0.017777777777777778,0.0044444444444444444,0,29476,7369,29476,0,0,1643.8312857151031,530.8124001026154,0.9763543993815643,29196,7357,29194,1.76,1.76,0.44,64922,3.92
44.0,1441792,0.025,0.001,0.15,15.0,2,0.0,95635500,1658060,1658061,0.0,713,191271,1,1,0.0,0.013333333333333332,0.026666666666666665,0,22107,44214,0,0,1,1643.8312857151031,546.5154390335083,0.9763543993815643,0,43657,21945,0.0,1.32,2.63,65040,3.92
44.0,1441792,0.025,0.001,0.15,15.0,2,0.0,95635500,1658060,1658061,0.0,713,191271,1,1,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0,7369,7369,7369,0,0,1643.8312857151031,539.1677224636078,0.9763543993815643,7349,7354,7350,0.44,0.44,0.44,21956,1.32
44.0,1441792,0.025,0.001,0.15,15.0,2,0.0,95635500,1658060,1658061,0.0,713,191271,1,1,0.013333333333333332,0.035555555555555556,0.04,0,58953,66322,22107,0,0,1643.8312857151031,541.5616059303284,0.9763543993815643,21966,65022,57857,1.32,3.49,3.92,141059,8.51
44.0,1441792,0.025,0.001,0.15,15.0,2,0.0,95635500,1658060,1658061,0.0,713,191271,1,1,0.026666666666666665,0.013333333333333332,0.026666666666666665,0,22107,44214,44214,0,1,1643.8312857151031,538.9927642345428,0.9763543993815643,43631,43650,21944,2.63,1.32,2.63,106932,6.45
45.0,1474560,0.025,0.001,0.15,15.0,2,0.0,97632500,1695744,1695744,0.0,714,195265,1,1,0,0,0,0,0,0,0,0,1,1697.9465939998627,546.9391002655029,0.9763539282990084,0,0,0,0.0,0.0,0.0,0,0.0
45.0,1474560,0.025,0.001,0.15,15.0,2,0.0,97632500,1695744,1695744,0.0,714,195265,1,1,0.0044444444444444444,0.03111111111111111,0.022222222222222223,0,52756,37683,7536,0,0,1697.9465939998627,547.6493949890137,0.9763539282990084,7518,37274,51929,0.44,3.06,2.2,95198,5.61
45.0,1474560,0.025,0.001,0.15,15.0,2,0.0,97632500,1695744,1695744,0.0,714,195265,1,1,0.035555555555555556,0.013333333333333332,0.0044444444444444444,0,22609,7536,60293,0,0,1697.9465939998627,549.151162147522,0.9763539282990084,59264,7518,22472,3.49,1.33,0.44,88092,5.19
45.0,1474560,0.025,0.001,0.15,15.0,2,0.0,97632500,1695744,1695744,0.0,714,195265,1,1,0.022222222222222223,0.04,0.03111111111111111,0,67829,52756,37683,0,1,1697.9465939998627,545.9806952476501,0.9763539282990084,37253,51909,66435,2.2,3.92,3.06,150990,8.9
45.0,1474560,0.025,0.001,0.15,15.0,2,0.0,97632500,1695744,1695744,0.0,714,195265,1,1,0.013333333333333332,0.013333333333333332,0.035555555555555556,0,22609,60293,22609,0,1,1697.9465939998627,546.6815295219421,0.9763539282990084,22465,59237,22444,1.32,1.32,3.49,102242,6.03
45.0,1474560,0.025,0.001,0.15,15.0,2,0.0,97632500,1695744,1695744,0.0,714,195265,1,1,0.035555555555555556,0.03111111111111111,0.04,0,52756,67829,60293,0,1,1697.9465939998627,542.5451171398163,0.9763539282990084,59199,66454,51936,3.49,3.06,3.92,171408,10.11
45.0,1474560,0.025,0.001,0.15,15.0,2,0.0,97632500,1695744,1695744,0.0,714,195265,1,1,0.035555555555555556,0.035555555555555556,0.008888888888888889,0,60293,15073,60293,0,1,1697.9465939998627,535.1190459728241,0.9763539282990084,59241,15010,59237,3.49,3.49,0.89,130382,7.69
45.0,1474560,0.025,0.001,0.15,15.0,2,0.0,97632500,1695744,1695744,0.0,714,195265,1,1,0.022222222222222223,0.026666666666666665,0.03111111111111111,0,45219,52756,37683,0,0,1697.9465939998627,542.8235821723938,0.9763539282990084,37238,51927,44616,2.2,2.63,3.06,130283,7.68
45.0,1474560,0.025,0.001,0.15,15.0,2,0.0,97632500,1695744,1695744,0.0,714,195265,1,1,0.026666666666666665,0.035555555555555556,0.0044444444444444444,0,60293,7536,45219,0,0,1697.9465939998627,536.5815870761871,0.9763539282990084,44633,7522,59237,2.63,3.49,0.44,109344,6.45
45.0,1474560,0.025,0.001,0.15,15.0,2,0.0,97632500,1695744,1695744,0.0,714,195265,1,1,0.017777777777777778,0.008888888888888889,0.04,0,15073,67829,30146,0,1,1697.9465939998627,535.4889469146729,0.9763539282990084,29885,66449,15007,1.76,0.88,3.92,109377,6.45
46.0,1507328,0.025,0.001,0.15,15.0,2,0.0,99753500,1733427,1733428,0.0,716,199507,1,1,0,0,0,0,0,0,0,0,1,1708.5655195713043,563.4075350761414,0.9763540409491435,0,0,0,0.0,0.0,0.0,0,0.0
46.0,1507328,0.025,0.001,0.15,15.0,2,0.0,99753500,1733427,1733428,0.0,716,199507,1,1,0.03111111111111111,0.017777777777777778,0.026666666666666665,0,30816,46224,53928,0,0,1708.5655195713043,561.1586673259735,0.9763540409491435,53095,45597,30534,3.06,1.76,2.63,126086,7.27
46.0,1507328,0.025,0.001,0.15,15.0,2,0.0,99753500,1733427,1733428,0.0,716,199507,1,1,0.035555555555555556,0.0,0.035555555555555556,0,0,61632,61632,0,0,1708.5655195713043,559.4447293281555,0.9763540409491435,60548,60542,0,3.49,0.0,3.49,118950,6.86
46.0,1507328,0.025,0.001,0.15,15.0,2,0.0,99753500,1733427,1733428,0.0,716,199507,1,1,0.03111111111111111,0.013333333333333332,0.0044444444444444444,0,23112,7704,53928,0,1,1708.5655195713043,563.299284696579,0.9763540409491435,53080,7686,22933,3.06,1.32,0.44,82686,4.77
46.0,1507328,0.025,0.001,0.15,15.0,2,0.0,99753500,1733427,1733428,0.0,716,199507,1,1,0.0,0.008888888888888889,0.008888888888888889,0,15408,15408,0,0,0,1708.5655195713043,560.7328808307648,0.9763540409491435,0,15324,15343,0.0,0.89,0.88,30552,1.76
46.0,1507328,0.025,0.001,0.15,15.0,2,0.0,99753500,1733427,1733428,0.0,716,199507,1,1,0.0044444444444444444,0.04,0.008888888888888889,0,69337,15408,7704,0,1,1708.5655195713043,563.6679944992065,0.9763540409491435,7685,15354,68007,0.44,3.92,0.89,90055,5.2
46.0,1507328,0.025,0.001,0.15,15.0,2,0.0,99753500,1733427,1733428,0.0,716,199507,1,1,0.008888888888888889,0.03111111111111111,0.013333333333333332,0,53928,23112,15408,0,0,1708.5655195713043,555.9224457740784,0.9763540409491435,15340,22938,53055,0.88,3.06,1.32,89930,5.19
46.0,1507328,0.025,0.001,0.15,15.0,2,0.0,99753500,1733427,1733428,0.0,716,199507,1,1,0.035555555555555556,0.03111111111111111,0.008888888888888889,0,53928,15408,61632,0,0,1708.5655195713043,570.2386710643768,0.9763540409491435,60571,15330,53134,3.49,3.07,0.88,126145,7.28
46.0,1507328,0.025,0.001,0.15,15.0,2,0.0,99753500,1733427,1733428,0.0,716,199507,1,1,0.008888888888888889,0.026666666666666665,0.0044444444444444444,0,46224,7704,15408,0,1,1708.5655195713043,570.2397973537445,0.9763540409491435,15336,7680,45631,0.88,2.63,0.44,67986,3.92
46.0,1507328,0.025,0.001,0.15,15.0,2,0.0,99753500,1733427,1733428,0.0,716,199507,1,1,0.008888888888888889,0.026666666666666665,0.022222222222222223,0,46224,38520,15408,0,0,1708.5655195713043,555.9604079723358,0.9763540409491435,15350,38122,45635,0.89,2.63,2.2,97335,5.62
47.0,1540096,0.025,0.001,0.15,15.0,2,0.0,101292000,1771110,1771111,0.0,744,202584,1,1,0,0,0,0,0,0,0,0,1,1746.63161277771,578.8755629062653,0.97635414880568,0,0,0,0.0,0.0,0.0,0,0.0
47.0,1540096,0.025,0.001,0.15,15.0,2,0.0,101292000,1771110,1771111,0.0,744,202584,1,1,0.03111111111111111,0.022222222222222223,0.035555555555555556,0,39357,62972,55101,0,1,1746.63161277771,570.2724158763885,0.97635414880568,54233,61856,38896,3.06,2.2,3.49,150640,8.51
47.0,1540096,0.025,0.001,0.15,15.0,2,0.0,101292000,1771110,1771111,0.0,744,202584,1,1,0.013333333333333332,0.008888888888888889,0.0044444444444444444,0,15743,7871,23614,0,1,1746.63161277771,568.0194385051727,0.97635414880568,23458,7859,15692,1.32,0.89,0.44,46642,2.63
47.0,1540096,0.025,0.001,0.15,15.0,2,0.0,101292000,1771110,1771111,0.0,744,202584,1,1,0.04,0.022222222222222223,0.035555555555555556,0,39357,62972,70844,0,0,1746.63161277771,579.987019777298,0.97635414880568,69436,61895,38910,3.92,2.2,3.49,164942,9.31
47.0,1540096,0.025,0.001,0.15,15.0,2,0.0,101292000,1771110,1771111,0.0,744,202584,1,1,0.017777777777777778,0.022222222222222223,0.0,0,39357,0,31486,0,0,1746.63161277771,570.0357236862183,0.97635414880568,31214,0,38904,1.76,2.2,0.0,69433,3.92
47.0,1540096,0.025,0.001,0.15,15.0,2,0.0,101292000,1771110,1771111,0.0,744,202584,1,1,0.022222222222222223,0.04,0.03111111111111111,0,70844,55101,39357,0,0,1746.63161277771,577.3127403259277,0.97635414880568,38918,54258,69492,2.2,3.92,3.06,157912,8.92
47.0,1540096,0.025,0.001,0.15,15.0,2,0.0,101292000,1771110,1771111,0.0,744,202584,1,1,0.0044444444444444444,0.022222222222222223,0.0044444444444444444,0,39357,7871,7871,0,1,1746.63161277771,583.9378678798676,0.97635414880568,7856,7849,38915,0.44,2.2,0.44,54218,3.06
47.0,1540096,0.025,0.001,0.15,15.0,2,0.0,101292000,1771110,1771111,0.0,744,202584,1,1,0.035555555555555556,0.008888888888888889,0.022222222222222223,0,15743,39357,62972,0,0,1746.63161277771,582.9807915687561,0.97635414880568,61829,38915,15671,3.49,0.88,2.2,114190,6.45
47.0,1540096,0.025,0.001,0.15,15.0,2,0.0,101292000,1771110,1771111,0.0,744,202584,1,1,0.0044444444444444444,0.026666666666666665,0.026666666666666665,0,47229,47229,7871,0,1,1746.63161277771,584.5251953601837,0.97635414880568,7860,46613,46586,0.44,2.63,2.63,99426,5.61
47.0,1540096,0.025,0.001,0.15,15.0,2,0.0,101292000,1771110,1771111,0.0,744,202584,1,1,0.03111111111111111,0.022222222222222223,0.022222222222222223,0,39357,39357,55101,0,1,1746.63161277771,578.0045311450958,0.97635414880568,54240,38901,38889,3.06,2.2,2.2,128894,7.28
48.0,1572864,0.025,0.001,0.15,15.0,2,0.0,103966000,1808793,1808794,0.0,744,207932,1,1,0,0,0,0,0,0,0,0,1,1802.6553568840027,585.3667843341827,0.9763542521682167,0,0,0,0.0,0.0,0.0,0,0.0
48.0,1572864,0.025,0.001,0.15,15.0,2,0.0,103966000,1808793,1808794,0.0,744,207932,1,1,0.017777777777777778,0.0044444444444444444,0.04,0,8039,72351,32156,0,0,1802.6553568840027,583.2678236961365,0.9763542521682167,31865,70902,8034,1.76,0.44,3.92,109132,6.03
48.0,1572864,0.025,0.001,0.15,15.0,2,0.0,103966000,1808793,1808794,0.0,744,207932,1,1,0.03111111111111111,0.013333333333333332,0.04,0,24117,72351,56273,0,0,1802.6553568840027,594.4564859867096,0.9763542521682167,55447,70947,23968,3.07,1.33,3.92,146463,8.1
48.0,1572864,0.025,0.001,0.15,15.0,2,0.0,103966000,1808793,1808794,0.0,744,207932,1,1,0.022222222222222223,0.0044444444444444444,0.035555555555555556,0,8039,64312,40195,0,1,1802.6553568840027,585.9733467102051,0.9763542521682167,39755,63227,8024,2.2,0.44,3.5,109151,6.03
48.0,1572864,0.025,0.001,0.15,15.0,2,0.0,103966000,1808793,1808794,0.0,744,207932,1,1,0.0,0.04,0.017777777777777778,0,72351,32156,0,0,1,1802.6553568840027,592.3667204380035,0.9763542521682167,0,31852,70923,0.0,3.92,1.76,101471,5.61
48.0,1572864,0.025,0.001,0.15,15.0,2,0.0,103966000,1808793,1808794,0.0,744,207932,1,1,0.04,0.026666666666666665,0.0,0,48234,0,72351,0,0,1802.6553568840027,591.6291210651398,0.9763542521682167,70938,0,47581,3.92,2.63,0.0,116646,6.45
48.0,1572864,0.025,0.001,0.15,15.0,2,0.0,103966000,1808793,1808794,0.0,744,207932,1,1,0.008888888888888889,0.017777777777777778,0.04,0,32156,72351,16078,0,1,1802.6553568840027,586.6016263961792,0.9763542521682167,15984,70944,31883,0.88,1.76,3.92,116690,6.45
48.0,1572864,0.025,0.001,0.15,15.0,2,0.0,103966000,1808793,1808794,0.0,744,207932,1,1,0.0044444444444444444,0.0,0.022222222222222223,0,0,40195,8039,0,0,1802.6553568840027,587.9631056785583,0.9763542521682167,8024,39754,0,0.44,0.0,2.2,47592,2.63
48.0,1572864,0.025,0.001,0.15,15.0,2,0.0,103966000,1808793,1808794,0.0,744,207932,1,1,0.013333333333333332,0.017777777777777778,0.04,0,32156,72351,24117,0,1,1802.6553568840027,600.2866144180298,0.9763542521682167,23956,70902,31855,1.32,1.76,3.92,124145,6.86
48.0,1572864,0.025,0.001,0.15,15.0,2,0.0,103966000,1808793,1808794,0.0,744,207932,1,1,0.04,0.0,0.03111111111111111,0,0,56273,72351,0,0,1802.6553568840027,583.3443350791931,0.9763542521682167,70993,55422,0,3.92,0.0,3.06,124138,6.86
49.0,1605632,0.025,0.001,0.15,15.0,2,0.0,106048000,1846476,1846477,0.0,736,212096,1,1,0,0,0,0,0,0,0,0,1,1813.7154247760773,572.8605012893677,0.9763543513118949,0,0,0,0.0,0.0,0.0,0,0.0
49.0,1605632,0.025,0.001,0.15,15.0,2,0.0,106048000,1846476,1846477,0.0,736,212096,1,1,0.026666666666666665,0.022222222222222223,0.0044444444444444444,0,41032,8206,49239,0,0,1813.7154247760773,575.1793231964111,0.9763543513118949,48581,8192,40572,2.63,2.2,0.44,95863,5.19
49.0,1605632,0.025,0.001,0.15,15.0,2,0.0,106048000,1846476,1846477,0.0,736,212096,1,1,0.017777777777777778,0.013333333333333332,0.0,0,24619,0,32826,0,0,1813.7154247760773,576.9430618286133,0.9763543513118949,32528,0,24436,1.76,1.32,0.0,56530,3.06
49.0,1605632,0.025,0.001,0.15,15.0,2,0.0,106048000,1846476,1846477,0.0,736,212096,1,1,0.026666666666666665,0.035555555555555556,0.0,0,65652,0,49239,0,1,1813.7154247760773,573.1661009788513,0.9763543513118949,48559,0,64468,2.63,3.49,0.0,111371,6.03
49.0,1605632,0.025,0.001,0.15,15.0,2,0.0,106048000,1846476,1846477,0.0,736,212096,1,1,0.0,0.0044444444444444444,0.0044444444444444444,0,8206,8206,0,0,0,1813.7154247760773,572.1743893623352,0.9763543513118949,0,8183,8188,0.0,0.44,0.44,16334,0.88
49.0,1605632,0.025,0.001,0.15,15.0,2,0.0,106048000,1846476,1846477,0.0,736,212096,1,1,0.022222222222222223,0.022222222222222223,0.026666666666666665,0,41032,49239,41032,0,0,1813.7154247760773,572.8279142379761,0.9763543513118949,40569,48598,40584,2.2,2.2,2.63,126721,6.86
49.0,1605632,0.025,0.001,0.15,15.0,2,0.0,106048000,1846476,1846477,0.0,736,212096,1,1,0.035555555555555556,0.008888888888888889,0.035555555555555556,0,16413,65652,65652,0,1,1813.7154247760773,574.7035799026489,0.9763543513118949,64492,64519,16337,3.49,0.88,3.49,141948,7.69
49.0,1605632,0.025,0.001,0.15,15.0,2,0.0,106048000,1846476,1846477,0.0,736,212096,1,1,0.022222222222222223,0.0044444444444444444,0.04,0,8206,73859,41032,0,0,1813.7154247760773,573.8072786331177,0.9763543513118949,40612,72393,8185,2.2,0.44,3.92,119105,6.45
49.0,1605632,0.025,0.001,0.15,15.0,2,0.0,106048000,1846476,1846477,0.0,736,212096,1,1,0.035555555555555556,0.013333333333333332,0.0,0,24619,0,65652,0,1,1813.7154247760773,567.608677148819,0.9763543513118949,64483,0,24436,3.49,1.32,0.0,88038,4.77
49.0,1605632,0.025,0.001,0.15,15.0,2,0.0,106048000,1846476,1846477,0.0,736,212096,1,1,0.03111111111111111,0.017777777777777778,0.026666666666666665,0,32826,49239,57445,0,1,1813.7154247760773,589.8085010051727,0.9763543513118949,56580,48572,32556,3.06,1.76,2.63,134449,7.28
